Date,Gender,Annual Income,Model,Engine,Transmission,Color,Price ($),Body Style,Company
2023-09-11,Male,630000,RL,Overhead Camshaft,Manual,Red,26000,SUV,Acura
2022-08-08,Male,1300000,C-Class,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Mercedes-B
2023-11-05,Male,400000,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Saturn
2022-11-21,Male,1360000,SLK230,Overhead Camshaft,Manual,Red,71000,Hatchback,Mercedes-B
2023-12-09,Male,1450000,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Passenger,Toyota
2023-07-24,Male,1900000,Pathfinder,Overhead Camshaft,Manual,Black,22000,SUV,Nissan
2022-12-25,Male,520000,Firebird,Overhead Camshaft,Manual,Black,43001,SUV,Pontiac
2022-02-06,Male,1415000,A6,Overhead Camshaft,Manual,Black,25500,SUV,Audi
2022-07-12,Male,585000,Prizm,Overhead Camshaft,Manual,Black,16000,SUV,Chevrolet
2023-04-19,Male,1245000,3000GT,Overhead Camshaft,Manual,Pale White,21501,Sedan,Mitsubishi
2023-12-18,Male,627000,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Cadillac
2023-06-12,Male,620000,Durango,Overhead Camshaft,Manual,Black,22000,SUV,Dodge
2022-09-21,Male,935000,Escort,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Passenger,Ford
2022-05-10,Male,13500,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,SUV,Acura
2023-11-24,Male,13500,Tacoma,Overhead Camshaft,Manual,Pale White,24001,Hardtop,Toyota
2022-03-05,Male,797000,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Dodge
2022-06-18,Female,691000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2023-11-08,Male,1352000,3000GT,Overhead Camshaft,Manual,Pale White,24200,Sedan,Mitsubishi
2022-11-08,Male,551000,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Mitsubishi
2022-08-09,Male,1111000,Silhouette,Overhead Camshaft,Manual,Pale White,14100,Sedan,Oldsmobile
2023-02-05,Female,1235500,I30,DoubleÂ Overhead Camshaft,Auto,Red,15551,Hardtop,Infiniti
2023-07-23,Female,770000,5-Sep,Overhead Camshaft,Manual,Pale White,28001,Hatchback,Saab
2023-03-09,Male,2625000,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19500,Hatchback,Pontiac
2022-04-25,Male,1100000,Dakota,Overhead Camshaft,Manual,Red,12000,Sedan,Dodge
2023-11-04,Male,1310000,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,SUV,BMW
2022-11-07,Male,2000000,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,BMW
2022-11-30,Female,570000,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Mitsubishi
2022-10-10,Male,13500,S-Class,Overhead Camshaft,Manual,Black,85000,SUV,Mercedes-B
2023-10-15,Male,921000,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Mercedes-B
2022-09-14,Male,835000,SLK230,Overhead Camshaft,Manual,Pale White,71000,Hatchback,Mercedes-B
2022-12-19,Male,13500,S-Type,Overhead Camshaft,Manual,Pale White,45001,Passenger,Jaguar
2023-05-21,Male,13500,CL500,Overhead Camshaft,Manual,Pale White,22001,SUV,Mercedes-B
2023-10-09,Female,810000,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hardtop,Mercedes-B
2023-04-12,Male,13500,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Ford
2023-09-05,Male,2440000,SW,Overhead Camshaft,Manual,Black,36000,Passenger,Saturn
2022-09-13,Male,950000,S-Class,Overhead Camshaft,Manual,Black,18000,SUV,Mercedes-B
2023-08-16,Male,1150000,Prizm,Overhead Camshaft,Manual,Black,25000,SUV,Chevrolet
2022-04-06,Male,1291000,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10100,SUV,Dodge
2023-01-25,Male,465000,Forester,Overhead Camshaft,Manual,Red,26000,Hardtop,Subaru
2023-07-07,Male,760000,LHS,Overhead Camshaft,Manual,Black,51001,Hatchback,Chrysler
2022-05-13,Male,415000,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,Sedan,Oldsmobile
2022-04-30,Female,13500,I30,DoubleÂ Overhead Camshaft,Auto,Black,21000,SUV,Infiniti
2023-09-08,Male,610000,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,BMW
2022-09-03,Male,2800000,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Mercury
2022-09-08,Male,740000,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Sedan,Mercury
2022-04-13,Male,830000,Prizm,Overhead Camshaft,Manual,Red,22000,Hatchback,Chevrolet
2023-09-04,Male,13500,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16001,Passenger,Volkswagen
2023-09-19,Male,1235000,Xterra,Overhead Camshaft,Manual,Red,31501,Passenger,Nissan
2022-11-20,Male,13500,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Ford
2023-11-11,Male,13500,Diamante,Overhead Camshaft,Manual,Black,49000,Hatchback,Mitsubishi
2022-05-15,Male,3300000,Cabrio,Overhead Camshaft,Manual,Red,25000,Sedan,Volkswagen
2023-12-29,Male,465000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Pontiac
2022-07-09,Male,955000,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24000,Passenger,Oldsmobile
2022-10-05,Male,735000,Cougar,Overhead Camshaft,Manual,Pale White,22000,Hatchback,Mercury
2022-03-17,Male,1055000,Sonata,Overhead Camshaft,Manual,Pale White,13500,SUV,Hyundai
2022-05-29,Male,827000,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Lincoln
2023-10-17,Male,970000,328i,Overhead Camshaft,Manual,Pale White,21000,Sedan,BMW
2022-03-08,Male,2000000,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,Hatchback,Volkswagen
2022-08-21,Male,802000,Diamante,Overhead Camshaft,Manual,Red,12000,Hatchback,Mitsubishi
2023-06-21,Male,13500,Frontier,Overhead Camshaft,Manual,Black,53001,Hatchback,Nissan
2022-01-03,Male,941000,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,SUV,Mitsubishi
2022-12-06,Male,13500,LX470,Overhead Camshaft,Manual,Pale White,54000,SUV,Lexus
2023-01-30,Male,850000,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Subaru
2023-05-15,Male,13500,A6,Overhead Camshaft,Manual,Pale White,13000,SUV,Audi
2023-05-26,Male,678500,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18500,Hardtop,Mercedes-B
2022-01-09,Female,13500,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Lexus
2023-05-03,Male,1100000,Maxima,Overhead Camshaft,Manual,Pale White,54000,Sedan,Nissan
2023-03-03,Male,1400000,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,Sedan,Mitsubishi
2023-12-27,Male,1740000,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Chevrolet
2022-10-18,Male,965000,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Sedan,Lexus
2023-07-07,Male,1402000,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12200,Hatchback,Dodge
2023-09-25,Male,676500,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,Passenger,Mercedes-B
2023-11-25,Male,13500,Monte Carlo,Overhead Camshaft,Manual,Pale White,26001,Hatchback,Chevrolet
2023-05-30,Female,13500,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,12000,SUV,Honda
2022-11-28,Male,890000,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Ford
2023-05-16,Male,3200000,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39001,SUV,Mercedes-B
2023-02-05,Female,475000,Silhouette,Overhead Camshaft,Manual,Red,25000,Sedan,Oldsmobile
2022-03-05,Male,685000,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Acura
2023-10-04,Male,727500,Quest,Overhead Camshaft,Manual,Black,19500,SUV,Nissan
2023-11-25,Male,1182500,RL,Overhead Camshaft,Manual,Pale White,31250,SUV,Acura
2023-04-04,Male,1110000,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19001,Hatchback,Pontiac
2023-11-24,Female,365000,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hatchback,Chrysler
2022-09-05,Female,795000,Concorde,Overhead Camshaft,Manual,Black,18000,Hardtop,Chrysler
2023-05-14,Female,770000,M-Class,Overhead Camshaft,Manual,Red,25000,Hardtop,Mercedes-B
2023-10-28,Male,1990000,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000,Hatchback,Mercedes-B
2023-11-24,Male,781000,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Plymouth
2022-05-26,Male,1732000,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20200,Hatchback,Chrysler
2023-10-28,Male,805000,Neon,Overhead Camshaft,Manual,Pale White,22000,SUV,Plymouth
2023-11-29,Female,13500,328i,DoubleÂ Overhead Camshaft,Auto,Black,16001,Sedan,BMW
2023-05-27,Male,820000,4Runner,DoubleÂ Overhead Camshaft,Auto,Black,26000,Sedan,Toyota
2022-11-07,Female,1450000,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000,Sedan,Volkswagen
2023-12-23,Male,13500,RL,Overhead Camshaft,Manual,Red,31000,SUV,Acura
2023-11-14,Male,516000,Mustang,Overhead Camshaft,Manual,Pale White,25001,Hatchback,Ford
2023-03-17,Male,645000,ES300,Overhead Camshaft,Manual,Black,34001,SUV,Lexus
2022-12-05,Female,700000,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Hardtop,Chevrolet
2023-02-07,Male,535000,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Mitsubishi
2022-11-08,Female,665000,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Chevrolet
2023-02-14,Male,13500,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57000,SUV,Subaru
2023-03-06,Male,541000,Grand Marquis,Overhead Camshaft,Manual,Black,49000,SUV,Mercury
2022-11-08,Male,855000,Maxima,Overhead Camshaft,Manual,Pale White,22000,Sedan,Nissan
2023-12-25,Male,640000,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,Hardtop,Porsche
2022-03-20,Male,1580000,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,Hatchback,Ford
2023-12-26,Female,670000,C70,Overhead Camshaft,Manual,Black,17000,Hatchback,Volvo
2022-09-25,Male,13500,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Chrysler
2023-11-20,Female,1050000,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Dodge
2023-07-16,Female,13500,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Ford
2022-12-14,Male,1116000,Taurus,Overhead Camshaft,Manual,Black,69600,SUV,Ford
2023-02-16,Male,1222000,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21200,Sedan,Dodge
2023-04-19,Female,340000,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Chrysler
2023-06-26,Male,13500,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,SUV,Toyota
2023-09-23,Male,1396500,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39651,Passenger,Dodge
2023-09-26,Male,940000,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Hardtop,Chrysler
2023-03-17,Female,500000,Malibu,Overhead Camshaft,Manual,Red,82000,SUV,Chevrolet
2023-12-01,Male,570000,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Acura
2022-09-03,Male,13500,SLK230,Overhead Camshaft,Manual,Red,71000,Hatchback,Mercedes-B
2022-11-30,Male,13500,Camry,Overhead Camshaft,Manual,Black,34000,Hatchback,Toyota
2023-07-16,Male,2725000,Taurus,Overhead Camshaft,Manual,Pale White,22501,SUV,Ford
2022-04-25,Female,335000,Cavalier,Overhead Camshaft,Manual,Pale White,14000,SUV,Chevrolet
2023-09-13,Male,1740000,Escort,Overhead Camshaft,Manual,Black,12000,Passenger,Ford
2023-10-10,Male,13500,Malibu,Overhead Camshaft,Manual,Red,82001,Hardtop,Chevrolet
2023-08-16,Male,13500,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41001,Sedan,Oldsmobile
2023-05-10,Male,1320000,S40,Overhead Camshaft,Manual,Pale White,17000,Sedan,Volvo
2022-12-19,Male,13500,328i,DoubleÂ Overhead Camshaft,Auto,Black,16001,Sedan,BMW
2023-12-01,Female,590000,Eclipse,Overhead Camshaft,Manual,Black,25000,Hardtop,Mitsubishi
2023-01-23,Male,316000,RL,Overhead Camshaft,Manual,Red,17000,SUV,Acura
2023-12-23,Male,13500,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Ford
2023-11-14,Male,960000,Park Avenue,Overhead Camshaft,Manual,Pale White,45000,Hatchback,Buick
2023-09-05,Male,400000,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,SUV,Dodge
2022-03-16,Male,2030000,Continental,Overhead Camshaft,Manual,Black,42000,Passenger,Lincoln
2023-11-14,Male,555000,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,Passenger,Nissan
2022-09-12,Female,2086000,Ranger,Overhead Camshaft,Manual,Black,18600,SUV,Ford
2023-10-21,Male,860000,328i,Overhead Camshaft,Manual,Black,69000,Sedan,BMW
2023-11-28,Male,615000,TL,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Acura
2023-06-06,Male,1060000,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Lexus
2023-04-17,Female,460000,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12001,SUV,Ford
2023-01-21,Female,1340000,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Sedan,Mercedes-B
2022-09-07,Male,590000,Civic,Overhead Camshaft,Manual,Black,43000,Hatchback,Honda
2023-09-12,Female,1010000,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22000,Sedan,Lexus
2023-03-10,Female,515000,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Acura
2023-10-13,Female,1221000,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18101,Hatchback,Mitsubishi
2023-06-17,Male,730000,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,Passenger,Mercury
2023-07-07,Male,1120000,Ranger,Overhead Camshaft,Manual,Black,18000,Hardtop,Ford
2023-11-24,Male,690000,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,23000,SUV,Dodge
2023-12-29,Male,903000,F-Series,Overhead Camshaft,Manual,Red,13000,Passenger,Ford
2023-12-27,Male,560000,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Cadillac
2023-06-20,Male,630000,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Plymouth
2023-01-23,Male,13500,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,SUV,Toyota
2022-05-31,Male,722000,Intrepid,Overhead Camshaft,Manual,Black,11001,Sedan,Dodge
2022-11-20,Male,650000,Montero Sport,Overhead Camshaft,Manual,Red,29000,Hardtop,Mitsubishi
2023-05-08,Female,480000,Town car,Overhead Camshaft,Manual,Black,17000,Hatchback,Lincoln
2022-09-01,Male,725000,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,Passenger,Buick
2023-04-04,Male,1390000,LW,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Saturn
2022-11-07,Female,1435000,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35500,Sedan,Toyota
2022-07-17,Male,13500,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,SUV,Chrysler
2022-11-20,Male,1295000,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41500,Passenger,Toyota
2023-05-30,Male,1320000,Lumina,Overhead Camshaft,Manual,Black,42001,Passenger,Chevrolet
2023-10-29,Male,452000,Voyager,Overhead Camshaft,Manual,Pale White,20000,Passenger,Plymouth
2023-05-30,Male,1125000,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,Hardtop,Plymouth
2023-12-06,Male,1620000,GTI,Overhead Camshaft,Manual,Black,25000,SUV,Volkswagen
2022-08-15,Male,460000,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Mitsubishi
2023-09-10,Male,650000,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39001,Sedan,Lexus
2022-09-18,Male,2305000,300M,DoubleÂ Overhead Camshaft,Auto,Black,26500,SUV,Chrysler
2023-04-24,Male,638000,Silhouette,Overhead Camshaft,Manual,Pale White,34000,Sedan,Oldsmobile
2022-11-28,Male,1266000,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60600,Sedan,Oldsmobile
2022-08-22,Male,856000,Town car,Overhead Camshaft,Manual,Black,17000,Hatchback,Lincoln
2022-09-05,Male,13500,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Hatchback,Dodge
2022-11-14,Male,13500,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Ford
2023-02-15,Male,599000,Escalade,Overhead Camshaft,Manual,Black,34000,Sedan,Cadillac
2023-12-15,Male,13500,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Mitsubishi
2023-08-27,Male,571000,Park Avenue,Overhead Camshaft,Manual,Black,29001,Hatchback,Buick
2023-09-18,Male,277500,Bravada,Overhead Camshaft,Manual,Black,18501,Hatchback,Oldsmobile
2023-09-23,Female,1215000,S40,Overhead Camshaft,Manual,Red,17500,Sedan,Volvo
2023-04-09,Male,780000,I30,Overhead Camshaft,Manual,Red,22001,Hatchback,Infiniti
2023-11-27,Male,1260000,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Sedan,Mercury
2022-12-05,Female,687000,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Honda
2022-08-08,Female,930000,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Chrysler
2023-04-14,Male,1250000,Malibu,Overhead Camshaft,Manual,Red,82001,Hardtop,Chevrolet
2023-08-14,Male,1140000,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Lincoln
2023-07-08,Male,958000,Malibu,Overhead Camshaft,Manual,Pale White,57000,Hardtop,Chevrolet
2023-10-17,Female,13500,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,Hardtop,Mitsubishi
2023-04-04,Female,690000,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Mercury
2022-05-08,Male,731000,Golf,DoubleÂ Overhead Camshaft,Auto,Red,35000,Hardtop,Volkswagen
2023-06-11,Male,1250000,Cougar,Overhead Camshaft,Manual,Pale White,28001,Hatchback,Mercury
2022-11-17,Male,630000,528i,Overhead Camshaft,Manual,Black,21000,SUV,BMW
2023-04-01,Male,438000,A4,Overhead Camshaft,Manual,Pale White,12001,SUV,Audi
2023-07-23,Male,435000,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Chevrolet
2023-05-05,Male,550000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2023-11-24,Male,290000,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Oldsmobile
2023-11-17,Male,1402000,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,19200,Sedan,Chrysler
2022-11-09,Male,580000,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Lexus
2023-08-27,Male,1253000,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19300,SUV,Subaru
2023-07-23,Male,710000,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12001,SUV,Chrysler
2023-12-01,Male,710000,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Mercedes-B
2022-10-09,Male,580000,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Hatchback,Plymouth
2023-05-08,Male,1167500,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10751,SUV,Dodge
2022-12-27,Male,1410000,Navigator,Overhead Camshaft,Manual,Pale White,33001,Sedan,Lincoln
2022-12-10,Male,548000,Continental,Overhead Camshaft,Manual,Black,42000,Passenger,Lincoln
2023-09-13,Male,867000,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,Passenger,Ford
2023-11-14,Male,820000,Silhouette,Overhead Camshaft,Manual,Pale White,19000,Sedan,Oldsmobile
2023-11-24,Male,810000,RL,Overhead Camshaft,Manual,Pale White,26000,SUV,Acura
2023-09-08,Male,13500,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25000,SUV,Volkswagen
2022-07-31,Male,1410000,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,Hatchback,Nissan
2022-09-18,Female,505000,M-Class,Overhead Camshaft,Manual,Pale White,41000,Hardtop,Mercedes-B
2023-12-19,Male,1150000,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Dodge
2022-08-08,Male,13500,SC,Overhead Camshaft,Manual,Red,61001,Hardtop,Saturn
2022-06-22,Male,13500,Lumina,Overhead Camshaft,Manual,Black,10000,Passenger,Chevrolet
2022-05-25,Female,665000,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Chrysler
2022-08-28,Male,13500,I30,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Infiniti
2022-01-13,Male,626800,Pathfinder,Overhead Camshaft,Manual,Pale White,11800,Hardtop,Nissan
2022-03-20,Male,2100000,C70,Overhead Camshaft,Manual,Black,36001,Hatchback,Volvo
2023-12-17,Male,1500000,Passat,Overhead Camshaft,Manual,Red,20000,Hatchback,Volkswagen
2023-09-13,Male,1710000,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Chrysler
2023-06-25,Female,550000,Tacoma,Overhead Camshaft,Manual,Pale White,24000,Hardtop,Toyota
2023-04-15,Male,746000,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,BMW
2023-11-22,Male,275000,Grand Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,SUV,Jeep
2023-12-23,Male,840000,Ram Pickup,Overhead Camshaft,Manual,Pale White,16001,Hardtop,Dodge
2023-07-30,Male,801000,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000,Sedan,Chrysler
2023-06-05,Male,13500,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,SUV,Ford
2023-10-11,Female,13500,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Plymouth
2022-11-23,Male,680000,Jetta,Overhead Camshaft,Manual,Pale White,45001,Passenger,Volkswagen
2023-09-05,Male,1000000,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Pontiac
2023-07-17,Female,625000,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,16001,Hatchback,Chrysler
2023-12-06,Male,1830000,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hardtop,Mitsubishi
2022-04-18,Male,1200000,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Chevrolet
2023-11-10,Male,1640000,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,SUV,Saturn
2023-10-13,Male,1422000,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18200,Hatchback,Mitsubishi
2023-07-17,Male,960000,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Chrysler
2023-10-21,Male,553500,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24501,Sedan,Chevrolet
2023-03-29,Male,990000,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Ford
2022-09-21,Male,1575000,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25500,SUV,Chevrolet
2023-04-12,Male,937000,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,39000,Hardtop,Dodge
2023-11-20,Male,1780000,Jetta,Overhead Camshaft,Manual,Pale White,24001,Passenger,Volkswagen
2022-01-12,Male,1310000,Maxima,Overhead Camshaft,Manual,Pale White,22001,Sedan,Nissan
2022-04-02,Male,13500,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Sedan,Saturn
2022-07-13,Female,373500,Beetle,Overhead Camshaft,Manual,Red,21501,Hardtop,Volkswagen
2023-12-23,Male,840000,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Chrysler
2022-06-12,Male,1665000,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21501,Hatchback,Volkswagen
2022-08-24,Male,520000,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31000,Sedan,Ford
2023-05-26,Male,418000,Tacoma,Overhead Camshaft,Manual,Pale White,24000,Hardtop,Toyota
2023-11-24,Male,2100000,SC,Overhead Camshaft,Manual,Pale White,61000,Hardtop,Saturn
2022-08-16,Female,1523000,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27300,SUV,Plymouth
2023-11-26,Male,635000,Montero,Overhead Camshaft,Manual,Black,16000,SUV,Mitsubishi
2022-06-25,Female,1900000,Seville,Overhead Camshaft,Manual,Black,44001,Hardtop,Cadillac
2023-08-15,Male,1070000,Ram Pickup,Overhead Camshaft,Manual,Black,19000,SUV,Dodge
2022-09-24,Female,1130000,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31001,SUV,Honda
2022-12-05,Male,858000,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,Hatchback,Dodge
2023-01-21,Male,2175000,Firebird,Overhead Camshaft,Manual,Black,43500,Hardtop,Pontiac
2023-09-02,Male,13500,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9000,Passenger,Nissan
2023-03-26,Male,1250000,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Ford
2023-08-29,Male,13500,Park Avenue,Overhead Camshaft,Manual,Pale White,45000,Hatchback,Buick
2022-04-05,Male,735000,SL-Class,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Mercedes-B
2023-08-21,Male,2000000,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Dodge
2023-07-01,Male,1600000,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Passenger,Volkswagen
2022-12-29,Female,711000,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,Sedan,Saab
2023-04-22,Male,630000,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Dodge
2023-09-26,Female,850000,Intrepid,DoubleÂ Overhead Camshaft,Auto,Red,31000,Sedan,Dodge
2023-07-17,Male,660000,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Nissan
2023-07-03,Male,1225000,A6,Overhead Camshaft,Manual,Black,15500,SUV,Audi
2023-12-24,Female,580000,Passport,Overhead Camshaft,Manual,Pale White,27000,Hardtop,Honda
2023-11-13,Male,1300000,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18000,SUV,Mercedes-B
2023-11-20,Male,1353000,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33301,Hatchback,Mercury
